sentence_id	token_id	token	surprisal
1	1	The	1.63367
1	2	woman	8.41019
1	3	brought	7.52346
1	4	the	1.85848
1	5	sandwich	11.4451
1	6	from	4.62304
1	7	the	1.4954
1	8	kitchen	8.16971
1	9	fell	13.7943
1	10	in	3.006
1	11	the	2.40501
1	12	dining	15.0871
1	13	room	5.05228
2	1	The	1.66822
2	2	woman	8.52992
2	3	who	12.4629
2	4	was	3.61811
2	5	brought	6.72216
2	6	the	3.2802
2	7	sandwich	11.8991
2	8	from	4.40398
2	9	the	1.38827
2	10	kitchen	8.74345
2	11	fell	13.909
2	12	in	2.39263
2	13	the	2.24828
2	14	dining	15.6577
2	15	room	4.15321
3	1	The	1.74652
3	2	woman	8.48328
3	3	given	11.2098
3	4	the	1.52844
3	5	sandwich	12.5165
3	6	from	3.63985
3	7	the	2.12224
3	8	kitchen	8.48811
3	9	fell	15.5951
3	10	in	2.9876
3	11	the	2.28525
3	12	dining	14.5735
3	13	room	4.87374
4	1	The	1.67636
4	2	woman	8.34448
4	3	who	15.6039
4	4	was	13.5801
4	5	given	8.64672
4	6	the	1.53805
4	7	sandwich	12.1301
4	8	from	5.56073
4	9	the	1.35696
4	10	kitchen	8.3794
4	11	fell	14.9837
4	12	in	2.37157
4	13	the	2.16299
4	14	dining	16.1242
4	15	room	3.79016
5	1	The	1.71727
5	2	convict	15.2004
5	3	walked	20.7778
5	4	into	12.8989
5	5	the	2.74447
5	6	dark	7.79772
5	7	cell	11.1924
5	8	tried	17.0265
5	9	to	8.43446
5	10	escape	7.31871
5	11	but	10.5386
5	12	failed	12.7376
6	1	The	1.8734
6	2	convict	15.4406
6	3	who	12.333
6	4	was	3.1119
6	5	walked	12.0596
6	6	into	2.29123
6	7	the	1.57638
6	8	dark	6.29263
6	9	cell	10.2294
6	10	tried	14.8699
6	11	to	0.846126
6	12	escape	6.60585
6	13	but	13.3732
6	14	failed	10.9807
7	1	The	2.37187
7	2	convict	15.432
7	3	taken	16.1465
7	4	into	12.705
7	5	the	9.22645
7	6	dark	9.36768
7	7	cell	14.2908
7	8	tried	10.4531
7	9	to	0.240383
7	10	escape	6.74464
7	11	but	13.0015
7	12	failed	11.1257
8	1	The	1.65536
8	2	convict	15.3813
8	3	who	11.8799
8	4	was	3.33579
8	5	taken	6.55264
8	6	into	3.47381
